CGATS.17
ORIGINATOR	"BabelColor PatchTool, version 5.5.0 b422"
LGOROWLENGTH	31
CREATED	"2021-12-16"  # Time: 06:52:25
INSTRUMENTATION	"KONICA MINOLTA, INC. FD-9"
INSTRUMENT_SN	""
MEASUREMENT_SOURCE	"Illumination=D50 ObserverAngle=2 WhiteBase=Abs Filter=Unknown"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"Unknown"
MEASUREMENT_CONDITION	"Unknown"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"Unknown"
# 
KEYWORD	"SAMPLE_ID"
KEYWORD	"SAMPLE_NAME"
NUMBER_OF_FIELDS	41
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730
END_DATA_FORMAT
NUMBER_OF_SETS	620
BEGIN_DATA
161	1A9	89.3078	1.0651	-6.4206	0.359570	0.429062	0.481946	0.616183	0.803644	0.875312	0.877984	0.857769	0.825807	0.811375	0.797628	0.798758	0.801590	0.795223	0.780447	0.765518	0.754742	0.739894	0.719607	0.703927	0.710042	0.729539	0.740015	0.743709	0.749383	0.759582	0.770701	0.781916	0.790596	0.792606	0.789497	0.786505	0.784129	0.785612	0.793822	0.802034
181	1A10	88.9541	1.4779	-6.5813	0.356201	0.426002	0.481828	0.609464	0.794019	0.867771	0.872592	0.852808	0.820715	0.805923	0.791822	0.792131	0.794169	0.787235	0.771541	0.756099	0.745075	0.730664	0.710229	0.693798	0.700863	0.723031	0.736527	0.741815	0.747231	0.757607	0.768527	0.779796	0.788347	0.790019	0.787958	0.784437	0.781833	0.783793	0.790797	0.797801
201	1A11	88.4666	1.8048	-6.8071	0.356164	0.425887	0.477390	0.608244	0.793410	0.862040	0.864894	0.844221	0.812058	0.796483	0.782101	0.782374	0.784665	0.777118	0.761440	0.745365	0.733826	0.718967	0.696809	0.681104	0.689305	0.713716	0.728877	0.734601	0.741493	0.751704	0.762550	0.773709	0.782420	0.784327	0.781837	0.778430	0.775350	0.777866	0.787294	0.796722
221	1A12	88.0347	1.9671	-6.9966	0.351922	0.421917	0.473687	0.601790	0.783433	0.853708	0.857887	0.837067	0.805209	0.789957	0.774876	0.775441	0.777416	0.769476	0.752675	0.736097	0.724360	0.709081	0.686523	0.669081	0.679229	0.704536	0.720685	0.727112	0.734872	0.745372	0.756484	0.767983	0.776828	0.778472	0.776246	0.773328	0.769747	0.772110	0.782699	0.793289
241	1A13	87.8653	2.4023	-6.9430	0.348316	0.416502	0.474341	0.598596	0.782233	0.850920	0.853801	0.833561	0.800125	0.784226	0.768884	0.769268	0.771216	0.763583	0.746764	0.730331	0.719061	0.703858	0.681260	0.664484	0.675636	0.704238	0.722267	0.728179	0.736145	0.746899	0.758350	0.769623	0.778640	0.780575	0.778434	0.775164	0.771921	0.773571	0.783781	0.793992
261	1A14	87.6868	2.6332	-6.8753	0.350560	0.420418	0.471824	0.597218	0.774171	0.843798	0.848067	0.828147	0.796160	0.780677	0.765441	0.765417	0.767069	0.758604	0.741513	0.724960	0.713879	0.699463	0.676710	0.660050	0.671475	0.701645	0.720990	0.728438	0.735817	0.746441	0.757602	0.768998	0.777722	0.779940	0.777758	0.774699	0.771051	0.773668	0.783957	0.794246
281	1A15	88.8603	0.7071	-6.1052	0.350848	0.419920	0.476453	0.605522	0.791715	0.859829	0.862769	0.842053	0.810195	0.796168	0.783816	0.787739	0.792959	0.788134	0.774558	0.758834	0.746929	0.731553	0.709932	0.694202	0.699218	0.718184	0.728470	0.732375	0.737825	0.747846	0.758995	0.770569	0.779181	0.781040	0.778927	0.775055	0.772360	0.773814	0.781546	0.789279
301	1A16	88.6637	1.2245	-6.0312	0.355206	0.424220	0.481901	0.602971	0.782518	0.852338	0.855959	0.836819	0.805941	0.791850	0.780003	0.783045	0.787248	0.781728	0.767248	0.751848	0.740168	0.724892	0.703869	0.687749	0.694348	0.716756	0.729713	0.734012	0.741585	0.751943	0.762574	0.773800	0.782240	0.783996	0.781654	0.778828	0.775421	0.777073	0.784569	0.792065
321	2A1	88.3745	1.6045	-6.4281	0.352187	0.420959	0.474883	0.604029	0.787129	0.854238	0.856429	0.836413	0.803809	0.789250	0.776135	0.778470	0.781886	0.775638	0.760046	0.744054	0.733127	0.717518	0.696078	0.679304	0.687399	0.711423	0.726689	0.731618	0.738415	0.748867	0.759816	0.771371	0.780094	0.782126	0.779566	0.776245	0.773916	0.775596	0.782988	0.790380
341	2A2	88.1694	1.8099	-6.1601	0.348803	0.418764	0.472314	0.596750	0.776482	0.844934	0.848157	0.828656	0.795978	0.781017	0.768108	0.770937	0.775100	0.769465	0.754455	0.738646	0.727604	0.713305	0.690656	0.674250	0.683038	0.709592	0.723963	0.730514	0.738152	0.748541	0.759656	0.771195	0.779788	0.781912	0.779441	0.776178	0.773023	0.774605	0.783212	0.791818
361	2A3	87.9736	1.9830	-6.2947	0.348437	0.417725	0.477223	0.599995	0.780638	0.844659	0.845057	0.824613	0.792960	0.777738	0.764941	0.767789	0.771693	0.765624	0.749941	0.734001	0.723352	0.708061	0.685464	0.669386	0.678486	0.704316	0.722011	0.728822	0.735929	0.746462	0.757534	0.768914	0.777728	0.779827	0.777277	0.773955	0.770883	0.772076	0.780377	0.788678
381	2A4	87.8071	2.6531	-5.9883	0.350399	0.418348	0.471298	0.593230	0.768057	0.835560	0.837594	0.818523	0.785687	0.770277	0.757193	0.759566	0.763688	0.757517	0.741797	0.726442	0.716842	0.701864	0.679807	0.664626	0.675065	0.706157	0.725868	0.734054	0.741351	0.752103	0.763124	0.774602	0.782931	0.784904	0.782537	0.779876	0.776873	0.778929	0.788500	0.798070
401	2A5	87.5581	2.9505	-6.1133	0.349847	0.417558	0.473967	0.592768	0.767069	0.832389	0.833500	0.814578	0.781834	0.765975	0.752567	0.755323	0.758727	0.751842	0.735651	0.719985	0.709889	0.695589	0.673898	0.657236	0.669582	0.702377	0.722895	0.732392	0.739792	0.750394	0.761447	0.772493	0.781146	0.783263	0.781006	0.777799	0.775090	0.776852	0.785456	0.794060
421	2A6	88.8153	0.4931	-5.3246	0.352139	0.421314	0.475230	0.598634	0.775140	0.843750	0.848504	0.830991	0.799079	0.785142	0.774435	0.781479	0.789663	0.786207	0.773779	0.759128	0.747200	0.731349	0.709062	0.693172	0.698922	0.717337	0.728252	0.732279	0.737365	0.747782	0.758851	0.770418	0.779370	0.781243	0.778610	0.775144	0.772726	0.774324	0.782955	0.791586
441	2A7	88.3366	0.9294	-5.4515	0.347522	0.415707	0.461519	0.591400	0.771120	0.837478	0.840247	0.821335	0.789605	0.775037	0.764091	0.771381	0.779372	0.775680	0.762459	0.746516	0.735381	0.719534	0.697287	0.680360	0.687306	0.709442	0.721832	0.727456	0.733059	0.743524	0.754744	0.766045	0.775058	0.777063	0.774517	0.771399	0.768462	0.768558	0.777282	0.786006
461	2A8	88.1736	1.4537	-5.3733	0.349619	0.419395	0.471497	0.592258	0.765788	0.831982	0.835557	0.816929	0.785219	0.770722	0.759779	0.765815	0.773241	0.769351	0.755589	0.740505	0.729359	0.714173	0.692422	0.674947	0.683720	0.708916	0.723882	0.730444	0.736413	0.746963	0.758214	0.769835	0.778550	0.780392	0.777890	0.774803	0.772587	0.773247	0.782188	0.791128
481	2A9	87.8824	2.1256	-5.5463	0.348803	0.416065	0.469376	0.590774	0.764638	0.830156	0.831992	0.813105	0.780848	0.766246	0.754178	0.759222	0.765698	0.760685	0.746037	0.730239	0.720463	0.705727	0.683821	0.666785	0.677235	0.705878	0.724564	0.731421	0.738148	0.748667	0.759321	0.770612	0.779381	0.781146	0.779160	0.775796	0.773104	0.774859	0.781860	0.788860
501	2A10	87.7944	2.1252	-5.5165	0.348339	0.416961	0.460041	0.587094	0.759320	0.826465	0.830141	0.811484	0.779237	0.763903	0.751707	0.756669	0.763161	0.758992	0.744282	0.729128	0.719064	0.703925	0.681528	0.664424	0.675644	0.704022	0.721838	0.729573	0.736678	0.747284	0.758426	0.770087	0.778832	0.780559	0.778652	0.775521	0.772522	0.773539	0.781686	0.789833
521	2A11	87.2648	2.5474	-5.5963	0.343438	0.409637	0.460698	0.578989	0.752883	0.816997	0.819307	0.800603	0.768181	0.752730	0.740286	0.746024	0.752435	0.747767	0.732747	0.716736	0.706067	0.691267	0.667423	0.651315	0.662923	0.694894	0.715293	0.723939	0.731191	0.742192	0.753252	0.764838	0.773655	0.775691	0.773192	0.769368	0.766964	0.768048	0.776394	0.784740
541	2A12	87.2450	2.5820	-5.7300	0.344258	0.410289	0.464027	0.580999	0.751132	0.817537	0.820646	0.801933	0.769746	0.754899	0.742467	0.746927	0.753087	0.747611	0.732092	0.716045	0.705678	0.690652	0.666494	0.650599	0.661995	0.694934	0.715472	0.723291	0.730845	0.741605	0.752544	0.764149	0.772901	0.775036	0.772839	0.769490	0.765846	0.766971	0.776370	0.785769
561	2A13	88.5628	0.4587	-4.9618	0.348624	0.416236	0.472400	0.592761	0.768417	0.833667	0.837399	0.819392	0.787816	0.773957	0.763916	0.773006	0.782826	0.780928	0.768025	0.753960	0.741757	0.726559	0.703927	0.687764	0.693088	0.713107	0.723579	0.728114	0.733555	0.743590	0.754487	0.766010	0.774808	0.776870	0.774996	0.771011	0.768298	0.769654	0.778138	0.786623
581	2A14	88.3178	0.9443	-4.9181	0.348535	0.418542	0.466850	0.586448	0.759814	0.827152	0.830437	0.813639	0.782676	0.768627	0.758795	0.767355	0.776324	0.773801	0.760854	0.746165	0.734469	0.719161	0.696370	0.679880	0.687257	0.710201	0.724140	0.729222	0.735173	0.745531	0.756196	0.767636	0.776349	0.778242	0.776207	0.772537	0.769511	0.770560	0.779126	0.787692
601	2A15	88.0264	1.3704	-5.3505	0.343939	0.411318	0.464574	0.588565	0.766606	0.830863	0.832117	0.813059	0.781048	0.766011	0.754848	0.761667	0.770192	0.766804	0.753107	0.738568	0.727122	0.711436	0.689284	0.672044	0.680323	0.705695	0.720500	0.726234	0.732525	0.742939	0.753913	0.765363	0.774524	0.776392	0.773802	0.770745	0.767344	0.768918	0.777084	0.785250
2	1B1	88.9291	1.9089	-5.9084	0.358460	0.426957	0.481311	0.609222	0.793909	0.862749	0.864473	0.842400	0.808924	0.792790	0.779070	0.782115	0.787004	0.781501	0.766815	0.752340	0.742422	0.729031	0.709175	0.693894	0.703755	0.726868	0.740479	0.746917	0.753908	0.764292	0.775350	0.786317	0.794680	0.796249	0.794108	0.791167	0.788224	0.790362	0.798107	0.805851
22	1B2	88.7161	1.9363	-5.4821	0.352795	0.424081	0.475297	0.601012	0.777113	0.848441	0.852437	0.832050	0.799130	0.783360	0.770644	0.774679	0.781065	0.776608	0.762285	0.748359	0.738170	0.724524	0.703334	0.688155	0.697334	0.722503	0.738664	0.745268	0.752368	0.762825	0.773747	0.785162	0.793425	0.795096	0.793119	0.789790	0.786832	0.788513	0.797378	0.806243
42	1B3	88.6550	2.3601	-5.5831	0.355013	0.424308	0.478453	0.605595	0.787121	0.852619	0.852504	0.831298	0.797738	0.782269	0.769176	0.772425	0.778047	0.772864	0.758615	0.744149	0.735145	0.721202	0.701213	0.686556	0.696401	0.723530	0.741608	0.748605	0.754876	0.765463	0.776626	0.787947	0.795812	0.797697	0.795516	0.792007	0.789689	0.792049	0.799877	0.807705
62	1B4	88.5003	2.4926	-5.6653	0.353180	0.421681	0.470546	0.600738	0.778786	0.848220	0.850821	0.830186	0.796181	0.780452	0.767024	0.770024	0.774759	0.769554	0.754956	0.740364	0.731009	0.717504	0.696690	0.682453	0.693163	0.721364	0.739562	0.746310	0.753096	0.763715	0.774876	0.785969	0.794225	0.796140	0.794024	0.790936	0.788593	0.789862	0.799148	0.808434
82	1B5	89.3400	0.4726	-4.6662	0.356708	0.425374	0.475266	0.604865	0.780693	0.848326	0.851269	0.833419	0.801382	0.787080	0.777111	0.785664	0.795253	0.793617	0.782180	0.768299	0.758109	0.742891	0.722799	0.707933	0.712315	0.731134	0.740899	0.744321	0.748868	0.758919	0.769753	0.780972	0.789229	0.791369	0.789307	0.786381	0.783577	0.785441	0.792377	0.799313
102	1B6	89.1493	0.9282	-4.7072	0.354693	0.425534	0.472029	0.599771	0.774765	0.844396	0.848969	0.829410	0.797873	0.783933	0.773585	0.780971	0.790012	0.787781	0.775640	0.762239	0.751609	0.736935	0.716723	0.702025	0.708174	0.728534	0.740874	0.745690	0.750956	0.761212	0.772125	0.783380	0.791590	0.793569	0.790876	0.788047	0.785252	0.787529	0.795806	0.804083
122	1B7	88.8243	1.2322	-5.0252	0.351706	0.418098	0.474909	0.600787	0.780303	0.845087	0.845659	0.826352	0.794268	0.779503	0.768492	0.775185	0.783325	0.780639	0.768267	0.754151	0.743768	0.729519	0.708565	0.692283	0.700285	0.723394	0.735758	0.741404	0.746868	0.757155	0.768059	0.779439	0.787890	0.789649	0.787298	0.784286	0.781208	0.782904	0.791633	0.800362
142	1B8	88.6140	1.7242	-4.8002	0.351772	0.420406	0.468616	0.594426	0.769554	0.836084	0.837988	0.818807	0.787185	0.772725	0.761468	0.767594	0.775914	0.773034	0.760665	0.746723	0.737377	0.722782	0.702560	0.686759	0.695490	0.721256	0.736569	0.743312	0.749928	0.760506	0.771524	0.782567	0.791028	0.792512	0.790549	0.787263	0.784598	0.785832	0.795764	0.805697
162	1B9	88.3312	1.8360	-4.9950	0.348330	0.416357	0.464580	0.590015	0.766215	0.832248	0.834743	0.815524	0.783739	0.768668	0.757026	0.763166	0.771365	0.768246	0.755019	0.740865	0.731021	0.716198	0.694799	0.679709	0.688818	0.715807	0.731671	0.738331	0.744805	0.755349	0.766355	0.777794	0.786470	0.788397	0.785983	0.782493	0.779438	0.781346	0.789620	0.797893
182	1B10	88.0547	2.2260	-4.8612	0.348115	0.414501	0.462662	0.585429	0.756983	0.823812	0.826870	0.808145	0.775610	0.760623	0.749700	0.755906	0.764013	0.760271	0.747051	0.733415	0.723345	0.709123	0.687489	0.672158	0.682489	0.711344	0.729588	0.738320	0.745191	0.755848	0.766661	0.777861	0.786102	0.787775	0.785803	0.783005	0.779946	0.782240	0.790002	0.797764
202	1B11	87.6626	2.4552	-5.4603	0.343561	0.410980	0.463013	0.586687	0.763837	0.825718	0.827672	0.807346	0.774529	0.758561	0.746049	0.751053	0.758327	0.754131	0.739766	0.724753	0.714264	0.700047	0.678054	0.661968	0.673201	0.703154	0.722783	0.730862	0.737189	0.747808	0.759171	0.771012	0.779748	0.781902	0.779241	0.776211	0.773079	0.775002	0.785105	0.795208
222	1B12	88.3547	0.7805	-4.3723	0.342088	0.410569	0.462308	0.584005	0.757930	0.822287	0.824979	0.806897	0.774926	0.760325	0.751015	0.761640	0.773521	0.772713	0.761123	0.747351	0.736490	0.721316	0.698549	0.682372	0.689693	0.711709	0.724755	0.728636	0.734922	0.745330	0.756360	0.767654	0.776927	0.779208	0.776337	0.773710	0.770598	0.772879	0.783539	0.794200
242	1B13	88.3823	0.4804	-3.7302	0.343253	0.408575	0.457400	0.578450	0.748685	0.812004	0.815357	0.798331	0.766794	0.753135	0.745376	0.757888	0.771958	0.772735	0.762432	0.749383	0.738407	0.723112	0.700658	0.683584	0.690937	0.712066	0.723541	0.728343	0.734946	0.744971	0.755639	0.766995	0.775822	0.777967	0.775551	0.772164	0.769528	0.771190	0.781139	0.791089
262	1B14	88.1941	1.0607	-3.6886	0.344340	0.407864	0.459834	0.575823	0.742534	0.806436	0.810752	0.793605	0.762966	0.749317	0.741070	0.752977	0.765540	0.765608	0.754924	0.741636	0.731357	0.716943	0.695466	0.678236	0.686754	0.710524	0.725398	0.731164	0.738459	0.748696	0.759549	0.770607	0.779521	0.781369	0.779022	0.775791	0.772599	0.774331	0.783551	0.792772
282	1B15	88.0415	1.5058	-4.2441	0.347396	0.414904	0.465625	0.583075	0.753403	0.815014	0.815886	0.798057	0.766303	0.751285	0.742328	0.752071	0.763212	0.762225	0.750798	0.736810	0.726716	0.711875	0.689906	0.673579	0.682167	0.708767	0.724796	0.731647	0.738400	0.748818	0.759925	0.771349	0.779888	0.781626	0.779442	0.776189	0.772463	0.775554	0.782134	0.788714
302	1B16	87.7038	1.6183	-4.5424	0.339581	0.406118	0.459452	0.578646	0.749255	0.811433	0.812953	0.794725	0.762948	0.748173	0.738538	0.747626	0.758270	0.756845	0.744255	0.729677	0.719095	0.704183	0.681906	0.665072	0.674213	0.701070	0.718682	0.725088	0.732159	0.742714	0.753872	0.765239	0.774183	0.776338	0.774194	0.770206	0.767156	0.769433	0.776653	0.783873
322	2B1	87.6763	2.4641	-4.7692	0.344733	0.410799	0.460749	0.582273	0.754488	0.816796	0.817167	0.797656	0.764985	0.749751	0.738921	0.746937	0.755385	0.752230	0.738741	0.723965	0.714201	0.700288	0.678827	0.662935	0.674252	0.704522	0.725333	0.733870	0.740281	0.750953	0.761991	0.773369	0.781803	0.784123	0.781794	0.778482	0.775833	0.778111	0.785412	0.792713
342	2B2	87.4301	2.4166	-4.7120	0.340104	0.407079	0.453599	0.575476	0.745260	0.808861	0.810636	0.792074	0.759590	0.743952	0.733386	0.741152	0.750549	0.747831	0.734620	0.719758	0.710059	0.695527	0.673381	0.656498	0.668314	0.698809	0.719649	0.728219	0.735807	0.746578	0.757773	0.769450	0.777827	0.780148	0.777790	0.774005	0.771274	0.773057	0.783030	0.793003
362	2B3	83.6663	-1.0934	-7.5010	0.303613	0.370915	0.425648	0.535578	0.692978	0.750672	0.756621	0.745015	0.716931	0.703080	0.695433	0.706232	0.717649	0.713550	0.695646	0.673692	0.654796	0.628686	0.595696	0.570559	0.574811	0.598251	0.611853	0.617419	0.622459	0.631890	0.642574	0.655374	0.667040	0.671145	0.667693	0.662145	0.655987	0.654375	0.665137	0.675898
382	2B4	83.2573	-0.6150	-7.5972	0.305061	0.371187	0.426454	0.531113	0.682115	0.741895	0.748990	0.738499	0.710224	0.696303	0.688524	0.699048	0.709700	0.704546	0.685791	0.663579	0.644866	0.618866	0.585849	0.560116	0.566008	0.592924	0.609146	0.614406	0.620596	0.630237	0.640595	0.653235	0.664916	0.668970	0.665629	0.660429	0.653613	0.652685	0.661968	0.671250
402	2B5	83.1682	-0.0442	-7.6958	0.306324	0.371834	0.424239	0.531764	0.685132	0.743873	0.750039	0.738332	0.709346	0.694452	0.685884	0.695390	0.705240	0.699976	0.681127	0.659139	0.640977	0.616047	0.582529	0.557141	0.564117	0.593944	0.611898	0.618933	0.624148	0.633773	0.644459	0.657481	0.668886	0.672919	0.670152	0.664569	0.658227	0.657126	0.667679	0.678233
422	2B6	82.7527	0.1324	-7.8043	0.300546	0.365232	0.417942	0.525166	0.675589	0.734676	0.742105	0.731551	0.702486	0.688390	0.679389	0.688702	0.697995	0.692365	0.672362	0.650628	0.632037	0.607221	0.573941	0.548358	0.555880	0.586512	0.605360	0.612997	0.618730	0.628347	0.639033	0.651952	0.663762	0.667750	0.664413	0.658968	0.652773	0.652135	0.661224	0.670313
442	2B7	82.3385	0.6724	-8.2043	0.302749	0.367944	0.416019	0.527380	0.677782	0.734004	0.739250	0.727730	0.698705	0.683632	0.673704	0.682070	0.690803	0.683782	0.663041	0.640312	0.622636	0.597704	0.563467	0.538356	0.547374	0.581226	0.601733	0.609239	0.615762	0.625420	0.636287	0.649373	0.661290	0.665188	0.662211	0.656559	0.650036	0.648743	0.659364	0.669985
462	2B8	82.2682	1.0314	-8.0547	0.303670	0.368577	0.416951	0.524971	0.672184	0.729222	0.736060	0.724323	0.695996	0.681271	0.671300	0.679094	0.687295	0.679982	0.659410	0.636788	0.619632	0.595218	0.561994	0.536667	0.545737	0.580583	0.604192	0.612729	0.618981	0.628853	0.639509	0.652494	0.664089	0.668114	0.665250	0.659814	0.653967	0.651593	0.661437	0.671281
482	2B9	81.9279	1.3881	-8.1671	0.299282	0.363262	0.412199	0.520184	0.668798	0.725242	0.731576	0.719124	0.690430	0.674717	0.663960	0.671642	0.679784	0.672554	0.651746	0.629522	0.612167	0.587750	0.553910	0.528808	0.539581	0.576153	0.600788	0.609969	0.615953	0.625854	0.636908	0.649852	0.661478	0.665480	0.662672	0.656949	0.650129	0.649499	0.661113	0.672728
502	2B10	81.7041	1.6321	-7.9412	0.297638	0.362083	0.405797	0.513556	0.658928	0.716391	0.724084	0.712538	0.683298	0.667590	0.657484	0.665246	0.674073	0.666912	0.646370	0.624211	0.606967	0.582689	0.549552	0.523404	0.535320	0.573468	0.598482	0.608792	0.616036	0.626136	0.637114	0.650175	0.662136	0.665982	0.663394	0.657664	0.650896	0.649736	0.660280	0.670823
522	2B11	81.4893	2.0027	-8.1590	0.296585	0.360473	0.406141	0.515705	0.663212	0.718403	0.723380	0.710803	0.680651	0.664633	0.653549	0.660992	0.668896	0.661493	0.640731	0.618085	0.601300	0.578003	0.544650	0.519697	0.531645	0.571308	0.597907	0.606839	0.614757	0.624836	0.635692	0.648535	0.660237	0.664111	0.660971	0.655576	0.648840	0.647867	0.657922	0.667978
542	2B12	81.3664	2.2589	-8.4927	0.295565	0.358102	0.416725	0.518028	0.664092	0.719121	0.724652	0.712139	0.682760	0.667204	0.655689	0.661529	0.668048	0.659512	0.637621	0.615136	0.598020	0.574704	0.540963	0.516115	0.528911	0.569055	0.596243	0.606944	0.614636	0.624895	0.635812	0.648843	0.660572	0.664306	0.661281	0.655392	0.649583	0.648089	0.656718	0.665347
562	2B13	81.0517	3.0973	-8.2638	0.302932	0.365541	0.404713	0.506424	0.650014	0.707873	0.716145	0.704876	0.674805	0.658282	0.646492	0.652504	0.658401	0.649732	0.627505	0.605258	0.588861	0.566364	0.532527	0.507611	0.522917	0.567589	0.598412	0.610555	0.619108	0.629599	0.640266	0.653051	0.664724	0.668409	0.665823	0.660615	0.653770	0.652299	0.662860	0.673420
