CMYK_C	CMYK_M	CMYK_Y	CMYK_K
23.921568627451	12.9411764705882	12.5490196078431	0
23.921568627451	13.7254901960784	12.5490196078431	0
23.921568627451	14.5098039215686	12.5490196078431	0
23.921568627451	15.2941176470588	12.5490196078431	0
23.921568627451	16.078431372549	12.5490196078431	0
23.921568627451	16.8627450980392	12.5490196078431	0
23.921568627451	17.6470588235294	12.5490196078431	0
23.921568627451	18.4313725490196	12.5490196078431	0
23.921568627451	19.2156862745098	12.5490196078431	0
23.921568627451	20	12.5490196078431	0
23.921568627451	20.7843137254902	12.5490196078431	0
23.921568627451	21.5686274509804	12.5490196078431	0
23.921568627451	22.3529411764706	12.5490196078431	0
23.921568627451	12.9411764705882	13.3333333333333	0
23.921568627451	13.7254901960784	13.3333333333333	0
23.921568627451	14.5098039215686	13.3333333333333	0
23.921568627451	15.2941176470588	13.3333333333333	0
23.921568627451	16.078431372549	13.3333333333333	0
23.921568627451	16.8627450980392	13.3333333333333	0
23.921568627451	17.6470588235294	13.3333333333333	0
23.921568627451	18.4313725490196	13.3333333333333	0
23.921568627451	19.2156862745098	13.3333333333333	0
23.921568627451	20	13.3333333333333	0
23.921568627451	20.7843137254902	13.3333333333333	0
23.921568627451	21.5686274509804	13.3333333333333	0
23.921568627451	22.3529411764706	13.3333333333333	0
23.921568627451	12.9411764705882	14.1176470588235	0
23.921568627451	13.7254901960784	14.1176470588235	0
23.921568627451	14.5098039215686	14.1176470588235	0
23.921568627451	15.2941176470588	14.1176470588235	0
23.921568627451	16.078431372549	14.1176470588235	0
23.921568627451	16.8627450980392	14.1176470588235	0
23.921568627451	17.6470588235294	14.1176470588235	0
23.921568627451	18.4313725490196	14.1176470588235	0
23.921568627451	19.2156862745098	14.1176470588235	0
23.921568627451	20	14.1176470588235	0
23.921568627451	20.7843137254902	14.1176470588235	0
23.921568627451	21.5686274509804	14.1176470588235	0
23.921568627451	22.3529411764706	14.1176470588235	0
23.921568627451	12.9411764705882	14.9019607843137	0
23.921568627451	13.7254901960784	14.9019607843137	0
23.921568627451	14.5098039215686	14.9019607843137	0
23.921568627451	15.2941176470588	14.9019607843137	0
23.921568627451	16.078431372549	14.9019607843137	0
23.921568627451	16.8627450980392	14.9019607843137	0
23.921568627451	17.6470588235294	14.9019607843137	0
23.921568627451	18.4313725490196	14.9019607843137	0
23.921568627451	19.2156862745098	14.9019607843137	0
23.921568627451	20	14.9019607843137	0
23.921568627451	20.7843137254902	14.9019607843137	0
23.921568627451	21.5686274509804	14.9019607843137	0
23.921568627451	22.3529411764706	14.9019607843137	0
23.921568627451	12.9411764705882	15.6862745098039	0
23.921568627451	13.7254901960784	15.6862745098039	0
23.921568627451	14.5098039215686	15.6862745098039	0
23.921568627451	15.2941176470588	15.6862745098039	0
23.921568627451	16.078431372549	15.6862745098039	0
23.921568627451	16.8627450980392	15.6862745098039	0
23.921568627451	17.6470588235294	15.6862745098039	0
23.921568627451	18.4313725490196	15.6862745098039	0
23.921568627451	19.2156862745098	15.6862745098039	0
23.921568627451	20	15.6862745098039	0
23.921568627451	20.7843137254902	15.6862745098039	0
23.921568627451	21.5686274509804	15.6862745098039	0
23.921568627451	22.3529411764706	15.6862745098039	0
23.921568627451	12.9411764705882	16.4705882352941	0
23.921568627451	13.7254901960784	16.4705882352941	0
23.921568627451	14.5098039215686	16.4705882352941	0
23.921568627451	15.2941176470588	16.4705882352941	0
23.921568627451	16.078431372549	16.4705882352941	0
23.921568627451	16.8627450980392	16.4705882352941	0
