ISO28178
FILE_DESCRIPTOR	"FOGRA51"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co. KG, Heidelberger Druckmaschinen AG"
CREATED	"May 2015"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-2:2013, OFCOM, print substrate 1 = premium coated, fluorescence moderate (8-14 DeltaB according to ISO 15397), 115 g/m2, tone value increase curves A (CMYK)"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
509	20	40	70	0	65.21	14.02	35.84
510	20	55	70	0	58.74	25.68	31.39
511	20	70	70	0	52.33	38.11	27.14
512	20	85	70	0	46.51	50.27	23.44
513	20	100	70	0	42.41	59.29	21.01
514	30	0	70	0	78.07	-17.87	43.09
515	30	10	70	0	73.98	-11.48	39.78
516	30	20	70	0	69.92	-4.97	36.83
517	30	30	70	0	65.90	1.75	33.70
518	30	40	70	0	61.82	8.78	30.68
519	30	55	70	0	55.56	20.17	26.31
520	30	70	70	0	49.35	32.36	22.15
521	30	85	70	0	43.69	44.38	18.44
522	30	100	70	0	39.68	53.47	15.90
523	40	0	70	0	73.98	-22.90	37.12
524	40	10	70	0	70.07	-16.58	34.00
525	40	20	70	0	66.20	-10.17	31.17
526	40	30	70	0	62.32	-3.58	28.33
527	40	40	70	0	58.41	3.28	25.48
528	40	55	70	0	52.40	14.45	21.22
529	40	70	70	0	46.41	26.53	17.14
530	40	85	70	0	40.89	38.51	13.44
531	40	100	70	0	36.92	47.37	10.71
532	55	0	70	0	67.60	-30.86	27.73
533	55	10	70	0	64.09	-25.02	25.24
534	55	20	70	0	60.47	-18.80	22.65
535	55	30	70	0	56.83	-12.32	20.18
536	55	40	70	0	53.21	-5.67	17.61
537	55	55	70	0	47.69	5.15	13.72
538	55	70	70	0	42.01	17.01	9.78
539	55	85	70	0	36.68	28.82	6.07
540	55	100	70	0	32.90	37.72	3.54
541	70	0	70	0	61.29	-40.43	18.62
542	70	10	70	0	58.04	-34.62	16.20
543	70	20	70	0	54.66	-28.67	13.93
544	70	30	70	0	51.30	-22.40	11.72
545	70	40	70	0	48.01	-15.87	9.54
546	70	55	70	0	42.93	-5.37	6.00
547	70	70	70	0	37.56	6.18	2.28
548	70	85	70	0	32.58	17.77	-1.13
549	70	100	70	0	29.06	26.58	-3.37
550	85	0	70	0	55.28	-51.54	9.65
551	85	10	70	0	52.34	-46.03	7.48
552	85	20	70	0	49.26	-40.18	5.39
553	85	30	70	0	46.20	-33.94	3.49
554	85	40	70	0	43.20	-27.44	1.61
555	85	55	70	0	38.43	-17.14	-1.50
556	85	70	70	0	33.50	-6.00	-4.84
557	85	85	70	0	28.95	5.31	-7.80
558	85	100	70	0	25.67	13.88	-9.72
559	100	0	70	0	50.73	-61.02	2.60
560	100	10	70	0	48.21	-55.39	0.72
561	100	20	70	0	45.44	-49.63	-1.00
562	100	30	70	0	42.62	-43.53	-2.73
563	100	40	70	0	39.70	-37.18	-4.35
564	100	55	70	0	35.23	-27.11	-7.09
565	100	70	70	0	30.83	-16.11	-9.93
566	100	85	70	0	26.73	-5.47	-12.46
567	100	100	70	0	23.72	2.46	-14.35
568	0	0	85	0	89.59	-4.30	78.11
569	0	10	85	0	84.95	2.54	73.06
570	0	20	85	0	80.31	9.68	68.63
571	0	30	85	0	75.68	16.89	64.42
572	0	40	85	0	71.16	24.60	60.45
573	0	55	85	0	64.45	36.51	54.18
574	0	70	85	0	57.96	49.04	48.36
575	0	85	85	0	52.13	61.07	43.19
576	0	100	85	0	47.99	69.68	39.86
577	10	0	85	0	85.55	-9.23	71.49
578	10	10	85	0	81.09	-2.42	66.99
579	10	20	85	0	76.64	4.44	62.82
580	10	30	85	0	72.24	11.56	58.76
581	10	40	85	0	67.88	18.92	54.75
582	10	55	85	0	61.33	30.85	48.95
583	10	70	85	0	54.90	43.36	43.26
584	10	85	85	0	49.13	55.47	38.08
585	10	100	85	0	45.14	64.10	34.49
586	20	0	85	0	81.36	-13.65	65.14
587	20	10	85	0	77.09	-7.16	61.17
588	20	20	85	0	72.84	-0.43	57.17
589	20	30	85	0	68.64	6.47	53.13
590	20	40	85	0	64.48	13.65	49.28
591	20	55	85	0	58.18	25.27	43.67
592	20	70	85	0	51.93	37.62	38.17
593	20	85	85	0	46.26	49.68	33.02
594	20	100	85	0	42.33	58.32	29.28
595	30	0	85	0	77.18	-18.38	59.03
596	30	10	85	0	73.12	-12.09	55.20
597	30	20	85	0	69.08	-5.53	51.31
598	30	30	85	0	65.10	1.21	47.44
599	30	40	85	0	61.10	8.24	43.80
600	30	55	85	0	55.02	19.58	38.24
601	30	70	85	0	48.98	31.85	32.80
602	30	85	85	0	43.45	43.87	27.73
603	30	100	85	0	39.54	52.37	24.01
604	40	0	85	0	73.06	-23.79	52.82
605	40	10	85	0	69.17	-17.36	48.97
606	40	20	85	0	65.31	-10.95	45.45
607	40	30	85	0	61.54	-4.31	41.81
608	40	40	85	0	57.71	2.53	38.22
609	40	55	85	0	51.83	13.72	32.78
610	40	70	85	0	45.95	25.74	27.38
611	40	85	85	0	40.57	37.63	22.38
612	40	100	85	0	36.75	46.47	18.73
613	55	0	85	0	66.74	-32.47	42.68
614	55	10	85	0	63.21	-26.14	39.43
615	55	20	85	0	59.65	-19.87	36.28
616	55	30	85	0	56.09	-13.45	33.04
617	55	40	85	0	52.53	-6.79	29.71
618	55	55	85	0	47.04	4.10	24.69
619	55	70	85	0	41.46	16.00	19.59
620	55	85	85	0	36.31	27.79	14.79
621	55	100	85	0	32.71	36.31	11.24
622	70	0	85	0	60.47	-42.45	32.73
623	70	10	85	0	57.21	-36.32	29.79
624	70	20	85	0	53.91	-30.40	26.81
625	70	30	85	0	50.58	-24.08	23.94
626	70	40	85	0	47.32	-17.50	21.06
627	70	55	85	0	42.29	-6.82	16.47
628	70	70	85	0	37.07	4.81	11.72
629	70	85	85	0	32.23	16.31	7.26
630	70	100	85	0	28.82	24.87	4.19
631	85	0	85	0	54.46	-54.22	23.01
632	85	10	85	0	51.57	-48.37	20.27
633	85	20	85	0	48.53	-42.64	17.57
634	85	30	85	0	45.48	-36.40	14.93
635	85	40	85	0	42.49	-29.85	12.53
636	85	55	85	0	37.83	-19.39	8.47
637	85	70	85	0	33.00	-8.08	4.12
638	85	85	85	0	28.57	3.18	0.18
639	85	100	85	0	25.43	11.63	-2.39
640	100	0	85	0	49.96	-64.51	15.36
641	100	10	85	0	47.41	-58.78	12.75
642	100	20	85	0	44.65	-52.99	10.45
643	100	30	85	0	41.89	-46.75	8.26
644	100	40	85	0	39.07	-40.33	6.10
645	100	55	85	0	34.71	-30.16	2.55
646	100	70	85	0	30.39	-18.98	-1.03
647	100	85	85	0	26.30	-8.17	-4.54
648	100	100	85	0	23.41	-0.06	-6.91
649	0	0	100	0	88.94	-4.04	92.37
650	0	10	100	0	84.35	2.93	87.22
651	0	20	100	0	79.78	9.93	81.60
652	0	30	100	0	75.21	17.28	76.85
653	0	40	100	0	70.62	24.83	71.77
654	0	55	100	0	63.88	36.93	64.40
655	0	70	100	0	57.59	49.26	57.55
656	0	85	100	0	52.01	61.00	50.67
657	0	100	100	0	47.99	69.33	45.87
658	10	0	100	0	84.88	-9.03	85.57
659	10	10	100	0	80.46	-2.31	80.34
660	10	20	100	0	76.04	4.64	75.42
661	10	30	100	0	71.67	11.72	70.79
662	10	40	100	0	67.35	19.15	65.96
663	10	55	100	0	60.90	30.93	59.02
664	10	70	100	0	54.64	43.31	51.96
665	10	85	100	0	48.99	55.24	45.19
666	10	100	100	0	45.04	63.72	40.42
667	20	0	100	0	80.77	-13.83	78.87
668	20	10	100	0	76.46	-7.14	74.05
669	20	20	100	0	72.22	-0.38	69.36
670	20	30	100	0	68.04	6.52	64.80
671	20	40	100	0	63.93	13.74	60.16
672	20	55	100	0	57.77	25.26	53.24
673	20	70	100	0	51.60	37.64	46.37
674	20	85	100	0	46.02	49.50	39.93
675	20	100	100	0	42.23	57.82	34.97
676	30	0	100	0	76.59	-18.60	71.99
677	30	10	100	0	72.50	-12.16	67.57
678	30	20	100	0	68.46	-5.64	63.14
679	30	30	100	0	64.48	1.16	58.73
680	30	40	100	0	60.55	8.16	54.27
681	30	55	100	0	54.62	19.50	47.44
682	30	70	100	0	48.58	31.69	40.86
683	30	85	100	0	43.13	43.66	34.41
684	30	100	100	0	39.46	52.01	29.54
685	40	0	100	0	72.38	-23.80	65.39
686	40	10	100	0	68.53	-17.53	60.92
687	40	20	100	0	64.71	-11.10	56.67
688	40	30	100	0	60.89	-4.52	52.46
689	40	40	100	0	57.14	2.33	48.24
690	40	55	100	0	51.41	13.38	41.88
691	40	70	100	0	45.56	25.66	35.24
692	40	85	100	0	40.29	37.45	29.13
693	40	100	100	0	36.70	45.88	24.52
694	55	0	100	0	65.91	-32.53	54.58
695	55	10	100	0	62.59	-26.47	50.75
696	55	20	100	0	59.11	-20.23	46.81
697	55	30	100	0	55.54	-13.83	42.95
698	55	40	100	0	52.01	-7.26	39.19
699	55	55	100	0	46.59	3.64	32.94
700	55	70	100	0	41.08	15.58	26.86
701	55	85	100	0	36.08	27.28	21.06
702	55	100	100	0	32.70	35.56	16.76
703	70	0	100	0	59.63	-42.60	43.88
704	70	10	100	0	56.60	-36.95	40.31
705	70	20	100	0	53.43	-30.88	36.45
706	70	30	100	0	50.19	-24.60	33.23
707	70	40	100	0	46.91	-18.05	29.57
708	70	55	100	0	41.84	-7.51	24.01
709	70	70	100	0	36.68	4.08	18.30
710	70	85	100	0	31.95	15.53	13.05
711	70	100	100	0	28.80	23.72	9.51
712	85	0	100	0	53.87	-54.67	33.22
713	85	10	100	0	51.03	-49.29	29.89
714	85	20	100	0	48.04	-43.53	26.60
715	85	30	100	0	45.06	-37.12	23.67
716	85	40	100	0	42.07	-30.62	20.53
717	85	55	100	0	37.41	-20.56	15.59
718	85	70	100	0	32.65	-9.17	10.53
719	85	85	100	0	28.24	2.04	5.75
720	85	100	100	0	25.19	10.15	2.41
721	100	0	100	0	49.45	-65.93	24.34
722	100	10	100	0	46.96	-60.39	21.27
723	100	20	100	0	44.05	-54.48	18.55
724	100	30	100	0	41.15	-48.29	15.72
725	100	40	100	0	38.48	-41.98	13.33
726	100	55	100	0	34.36	-31.57	9.17
727	100	70	100	0	30.07	-20.37	4.97
728	100	85	100	0	26.03	-9.33	0.89
729	100	100	100	0	23.26	-1.43	-1.68
730	0	0	0	20	82.71	0.94	-5.62
731	0	10	0	20	78.45	6.47	-6.68
732	0	20	0	20	74.25	12.01	-7.43
733	0	40	0	20	65.83	23.80	-8.37
734	0	70	0	20	52.56	45.08	-8.58
735	0	100	0	20	41.55	65.30	-5.71
736	10	0	0	20	79.36	-2.33	-9.67
737	10	10	0	20	75.31	3.17	-10.70
738	10	20	0	20	71.30	8.58	-11.24
739	10	40	0	20	63.19	20.12	-11.99
740	10	70	0	20	50.27	40.99	-12.23
741	10	100	0	20	39.26	61.11	-9.78
742	20	0	0	20	75.95	-5.23	-13.49
743	20	10	0	20	72.11	0.09	-14.35
744	20	20	0	20	68.25	5.43	-14.78
745	20	40	0	20	60.40	16.65	-15.36
746	20	70	0	20	47.87	36.80	-15.52
747	20	100	0	20	37.04	57.03	-13.72
748	40	0	0	20	69.10	-11.23	-21.56
749	40	10	0	20	65.58	-6.21	-22.07
750	40	20	0	20	62.05	-1.20	-22.23
751	40	40	0	20	54.78	9.46	-22.46
752	40	70	0	20	43.04	28.63	-22.45
753	40	100	0	20	32.63	47.99	-21.35
754	70	0	0	20	58.12	-21.50	-34.42
755	70	10	0	20	55.16	-16.81	-34.55
756	70	20	0	20	52.10	-12.14	-34.34
757	70	40	0	20	45.77	-2.39	-34.02
758	70	70	0	20	35.49	15.40	-33.51
759	70	100	0	20	26.51	32.84	-32.87
760	100	0	0	20	48.98	-31.63	-45.54
761	100	10	0	20	46.34	-27.12	-45.42
762	100	20	0	20	43.61	-22.59	-44.94
763	100	40	0	20	38.05	-13.31	-44.04
764	100	70	0	20	29.66	2.59	-42.50
765	100	100	0	20	22.32	17.88	-41.00
766	0	0	10	20	82.08	-0.43	2.12
767	0	10	10	20	77.87	5.25	0.62
768	0	20	10	20	73.70	10.89	-0.32
769	0	40	10	20	65.36	22.88	-2.09
770	0	70	10	20	52.24	44.24	-3.18
771	0	100	10	20	41.50	64.41	-1.47
772	10	0	10	20	78.75	-3.78	-2.02
773	10	10	10	20	74.75	1.74	-3.29
774	10	20	10	20	70.75	7.32	-4.27
775	10	40	10	20	62.70	19.02	-5.73
776	10	70	10	20	49.95	40.01	-6.79
777	10	100	10	20	39.21	60.16	-5.49
778	20	0	10	20	75.33	-6.75	-5.99
779	20	10	10	20	71.53	-1.40	-7.15
780	20	20	10	20	67.69	3.99	-7.90
781	20	40	10	20	59.92	15.38	-9.14
782	20	70	10	20	47.54	35.82	-10.26
783	20	100	10	20	36.98	55.83	-9.42
784	40	0	10	20	68.40	-13.14	-14.26
785	40	10	10	20	64.96	-8.07	-15.10
786	40	20	10	20	61.47	-2.98	-15.54
787	40	40	10	20	54.32	7.85	-16.39
788	40	70	10	20	42.71	27.36	-17.38
789	40	100	10	20	32.59	46.75	-17.33
790	70	0	10	20	57.44	-24.20	-27.58
791	70	10	10	20	54.53	-19.46	-27.93
792	70	20	10	20	51.55	-14.66	-28.01
793	70	40	10	20	45.33	-4.69	-28.22
794	70	70	10	20	35.23	13.33	-28.64
795	70	100	10	20	26.30	31.00	-28.75
796	100	0	10	20	48.23	-35.34	-39.06
797	100	10	10	20	45.63	-30.85	-39.21
798	100	20	10	20	43.02	-26.27	-38.96
799	100	40	10	20	37.66	-16.66	-38.52
800	100	70	10	20	29.27	-0.20	-37.91
801	100	100	10	20	22.22	15.10	-37.07
802	0	0	20	20	81.45	-1.38	9.64
803	0	10	20	20	77.25	4.34	7.86
804	0	20	20	20	73.12	10.06	6.49
805	0	40	20	20	64.84	22.12	4.16
806	0	70	20	20	51.91	43.69	2.07
807	0	100	20	20	41.41	63.64	2.97
808	10	0	20	20	78.11	-4.87	5.45
809	10	10	20	20	74.12	0.73	3.79
810	10	20	20	20	70.15	6.30	2.57
811	10	40	20	20	62.16	18.17	0.46
812	10	70	20	20	49.61	39.24	-1.60
813	10	100	20	20	39.15	59.40	-1.24
814	20	0	20	20	74.68	-8.04	1.44
815	20	10	20	20	70.90	-2.56	-0.16
816	20	20	20	20	67.10	2.82	-1.15
817	20	40	20	20	59.38	14.41	-3.05
818	20	70	20	20	47.21	35.03	-5.08
819	20	100	20	20	36.90	54.86	-5.04
820	40	0	20	20	67.71	-14.77	-7.13
821	40	10	20	20	64.30	-9.60	-8.30
822	40	20	20	20	60.84	-4.43	-9.06
823	40	40	20	20	53.77	6.59	-10.44
824	40	70	20	20	42.34	26.28	-12.30
825	40	100	20	20	32.49	45.57	-12.97
826	70	0	20	20	56.75	-26.54	-20.75
827	70	10	20	20	53.86	-21.79	-21.34
828	70	20	20	20	50.93	-16.89	-21.75
829	70	40	20	20	44.78	-6.62	-22.48
830	70	70	20	20	34.86	11.61	-23.78
831	70	100	20	20	26.20	29.16	-24.51
832	100	0	20	20	47.59	-38.93	-32.48
833	100	10	20	20	45.04	-34.21	-32.90
834	100	20	20	20	42.44	-29.59	-32.99
835	100	40	20	20	37.19	-19.80	-33.02
836	100	70	20	20	28.88	-2.84	-33.18
837	100	100	20	20	22.16	12.41	-33.00
838	0	0	40	20	80.14	-3.01	25.29
839	0	10	40	20	76.01	2.86	22.83
840	0	20	40	20	71.91	8.72	20.88
841	0	40	40	20	63.81	21.02	17.21
842	0	70	40	20	51.28	42.65	13.10
843	0	100	40	20	41.30	61.99	12.09
844	10	0	40	20	76.77	-6.66	20.81
845	10	10	40	20	72.86	-0.97	18.54
846	10	20	40	20	68.95	4.71	16.71
847	10	40	40	20	61.17	16.76	13.44
848	10	70	40	20	49.02	38.03	9.25
849	10	100	40	20	39.06	57.64	7.80
850	20	0	40	20	73.30	-10.02	16.38
851	20	10	40	20	69.58	-4.54	14.35
852	20	20	40	20	65.88	0.98	12.67
853	20	40	40	20	58.41	12.76	9.72
854	20	70	40	20	46.62	33.55	5.61
855	20	100	40	20	36.79	53.11	3.81
856	40	0	40	20	66.37	-17.46	7.35
857	40	10	40	20	62.99	-12.21	5.73
858	40	20	40	20	59.61	-6.95	4.41
859	40	40	40	20	52.68	4.36	1.85
860	40	70	40	20	41.62	24.36	-1.85
861	40	100	40	20	32.33	43.36	-4.12
862	70	0	40	20	55.45	-30.66	-6.92
863	70	10	40	20	52.60	-25.78	-7.99
864	70	20	40	20	49.69	-20.75	-8.84
865	70	40	40	20	43.73	-10.19	-10.64
866	70	70	40	20	34.11	8.50	-13.67
867	70	100	40	20	25.99	26.13	-15.97
868	100	0	40	20	46.29	-45.35	-19.06
869	100	10	40	20	43.77	-40.52	-20.15
870	100	20	40	20	41.27	-35.59	-20.78
871	100	40	40	20	36.13	-25.27	-21.82
872	100	70	40	20	28.13	-7.69	-23.54
873	100	100	40	20	21.98	7.77	-24.64
874	0	0	70	20	78.33	-4.36	52.11
875	0	10	70	20	74.31	1.50	48.49
876	0	20	70	20	70.31	7.50	45.34
877	0	40	70	20	62.38	20.05	39.65
878	0	70	70	20	50.42	41.66	31.53
879	0	100	70	20	41.27	60.30	26.02
880	10	0	70	20	74.92	-8.37	46.88
881	10	10	70	20	71.08	-2.62	43.77
882	10	20	70	20	67.27	3.20	40.93
883	10	40	70	20	59.70	15.50	35.44
884	10	70	70	20	48.08	36.88	27.54
885	10	100	70	20	38.99	55.74	21.69
886	20	0	70	20	71.38	-12.08	42.09
887	20	10	70	20	67.75	-6.50	39.17
888	20	20	70	20	64.15	-0.83	36.48
889	20	40	70	20	56.91	11.18	31.35
890	20	70	70	20	45.67	32.09	23.49
891	20	100	70	20	36.72	50.81	17.58
892	40	0	70	20	64.39	-20.27	32.26
893	40	10	70	20	61.14	-14.96	29.58
894	40	20	70	20	57.87	-9.56	27.24
895	40	40	70	20	51.18	2.00	22.70
896	40	70	70	20	40.75	22.13	15.28
897	40	100	70	20	32.17	40.58	9.35
898	70	0	70	20	53.50	-35.51	16.03
899	70	10	70	20	50.76	-30.50	14.14
900	70	20	70	20	47.97	-25.36	12.38
901	70	40	70	20	42.28	-14.37	8.75
902	70	70	70	20	33.17	4.78	2.36
903	70	100	70	20	25.77	22.27	-2.65
904	100	0	70	20	44.46	-53.40	1.85
905	100	10	70	20	42.18	-48.36	0.30
906	100	20	70	20	39.74	-43.26	-1.04
907	100	40	70	20	34.83	-32.31	-3.86
908	100	70	70	20	27.27	-13.76	-8.52
909	100	100	70	20	21.35	1.97	-11.63
910	0	0	100	20	76.87	-4.54	79.60
911	0	10	100	20	72.83	1.43	74.97
912	0	20	100	20	68.92	7.44	70.62
913	0	40	100	20	61.20	20.10	61.93
914	0	70	100	20	49.71	41.31	48.84
915	0	100	100	20	41.18	59.22	38.07
916	10	0	100	20	73.45	-8.73	74.00
917	10	10	100	20	69.65	-2.93	69.64
918	10	20	100	20	65.91	2.91	65.50
919	10	40	100	20	58.54	15.23	57.36
920	10	70	100	20	47.42	36.32	44.40
921	10	100	100	20	38.84	54.38	33.77
922	20	0	100	20	69.96	-12.68	68.26
923	20	10	100	20	66.33	-7.02	64.24
924	20	20	100	20	62.79	-1.30	60.34
925	20	40	100	20	55.81	10.68	52.70
926	20	70	100	20	45.00	31.40	40.12
927	20	100	100	20	36.57	49.59	29.43
928	40	0	100	20	62.91	-21.30	56.40
929	40	10	100	20	59.71	-15.94	52.97
930	40	20	100	20	56.52	-10.45	49.55
931	40	40	100	20	50.09	0.97	42.51
932	40	70	100	20	40.01	21.17	30.74
933	40	100	100	20	32.07	39.11	20.63
934	70	0	100	20	51.96	-37.71	37.64
935	70	10	100	20	49.37	-32.65	34.74
936	70	20	100	20	46.70	-27.43	31.79
937	70	40	100	20	41.15	-16.27	25.96
938	70	70	100	20	32.42	2.80	16.16
939	70	100	100	20	25.44	19.59	8.23
940	100	0	100	20	43.29	-57.56	20.62
941	100	10	100	20	40.94	-52.67	18.23
942	100	20	100	20	38.56	-47.34	15.65
943	100	40	100	20	33.86	-36.19	11.18
944	100	70	100	20	26.63	-17.39	4.15
945	100	100	100	20	20.99	-1.62	-0.77
946	0	0	0	40	69.76	0.49	-4.90
947	0	20	0	40	62.52	9.75	-6.42
948	0	40	0	40	55.49	19.69	-7.37
949	0	70	0	40	44.14	37.55	-7.50
950	0	100	0	40	34.72	54.79	-5.39
951	20	0	0	40	63.98	-4.58	-11.33
952	20	20	0	40	57.76	4.18	-12.29
953	20	40	0	40	51.20	13.57	-12.79
954	20	70	0	40	40.49	30.70	-12.92
955	20	100	0	40	31.10	47.69	-11.55
956	40	0	0	40	58.32	-9.67	-17.98
957	40	20	0	40	52.62	-1.32	-18.41
958	40	40	0	40	46.55	7.66	-18.54
959	40	70	0	40	36.62	23.92	-18.55
960	40	100	0	40	27.63	40.22	-17.89
961	70	0	0	40	49.03	-18.54	-28.83
962	70	20	0	40	44.15	-10.67	-28.60
963	70	40	0	40	38.98	-2.29	-28.34
964	70	70	0	40	30.42	12.73	-27.73
965	70	100	0	40	22.75	27.22	-27.19
966	100	0	0	40	41.19	-27.41	-38.38
967	100	20	0	40	36.82	-19.61	-37.84
968	100	40	0	40	32.22	-11.48	-37.07
969	100	70	0	40	25.31	2.23	-35.53
970	100	100	0	40	19.62	14.55	-33.73
971	0	0	20	40	68.48	-1.48	7.70
972	0	20	20	40	61.60	7.93	5.17
973	0	40	20	40	54.61	18.06	3.27
974	0	70	20	40	43.64	36.12	1.49
975	0	100	20	40	34.63	53.16	2.14
976	20	0	20	40	62.92	-7.02	0.95
977	20	20	20	40	56.68	2.01	-1.02
978	20	40	20	40	50.25	11.62	-2.51
979	20	70	20	40	39.95	28.97	-4.21
980	20	100	20	40	31.08	45.77	-4.40
981	40	0	20	40	57.13	-12.61	-6.09
982	40	20	20	40	51.60	-4.11	-7.49
983	40	40	20	40	45.74	5.11	-8.49
984	40	70	20	40	36.05	21.59	-10.01
985	40	100	20	40	27.54	37.87	-10.67
986	70	0	20	40	47.88	-22.76	-17.42
987	70	20	20	40	43.15	-14.56	-18.18
988	70	40	20	40	38.11	-5.86	-18.70
989	70	70	20	40	29.84	9.42	-19.58
990	70	100	20	40	22.58	23.94	-20.09
991	100	0	20	40	40.09	-33.23	-27.46
992	100	20	20	40	35.84	-25.12	-27.85
993	100	40	20	40	31.60	-16.66	-27.78
994	100	70	20	40	24.95	-2.44	-27.50
995	100	100	20	40	19.60	9.81	-26.69
996	0	0	40	40	67.34	-2.97	20.70
997	0	20	40	40	60.49	6.72	17.16
998	0	40	40	40	53.65	17.00	14.18
999	0	70	40	40	43.08	35.13	10.76
1000	0	100	40	40	34.42	51.63	9.58
1001	20	0	40	40	61.72	-8.83	13.51
1002	20	20	40	40	55.59	0.33	10.60
1003	20	40	40	40	49.39	10.16	8.24
1004	20	70	40	40	39.43	27.57	4.85
1005	20	100	40	40	30.97	44.02	3.01
1006	40	0	40	40	55.94	-14.96	6.09
1007	40	20	40	40	50.51	-6.27	3.84
1008	40	40	40	40	44.79	3.13	1.87
1009	40	70	40	40	35.43	19.91	-1.18
1010	40	100	40	40	27.45	35.74	-3.21
1011	70	0	40	40	46.81	-26.12	-5.92
1012	70	20	40	40	42.13	-17.78	-7.34
1013	70	40	40	40	37.20	-8.87	-8.67
1014	70	70	40	40	29.18	6.90	-10.97
1015	70	100	40	40	22.53	21.10	-12.82
1016	100	0	40	40	39.03	-38.48	-16.29
1017	100	20	40	40	34.93	-30.04	-17.54
1018	100	40	40	40	30.74	-21.21	-18.24
1019	100	70	40	40	24.32	-6.31	-19.35
1020	100	100	40	40	19.38	6.17	-19.49
1021	0	0	70	40	65.58	-4.34	43.22
1022	0	20	70	40	59.01	5.50	37.69
1023	0	40	70	40	52.35	15.95	33.01
1024	0	70	70	40	42.19	34.08	26.08
1025	0	100	70	40	34.49	49.62	21.24
1026	20	0	70	40	59.97	-10.70	35.00
1027	20	20	70	40	54.07	-1.36	30.56
1028	20	40	70	40	48.05	8.63	26.41
1029	20	70	70	40	38.58	26.14	19.73
1030	20	100	70	40	30.92	41.83	14.44
1031	40	0	70	40	54.25	-17.46	26.83
1032	40	20	70	40	48.93	-8.59	23.01
1033	40	40	70	40	43.38	0.94	19.38
1034	40	70	70	40	34.64	17.81	13.15
1035	40	100	70	40	27.34	33.21	7.92
1036	70	0	70	40	45.12	-30.22	13.41
1037	70	20	70	40	40.64	-21.71	10.48
1038	70	40	70	40	35.97	-12.44	7.61
1039	70	70	70	40	28.46	3.51	2.52
1040	70	100	70	40	22.34	17.67	-1.78
1041	100	0	70	40	37.66	-44.89	1.47
1042	100	20	70	40	33.71	-36.24	-1.01
1043	100	40	70	40	29.67	-26.80	-3.12
1044	100	70	70	40	23.55	-11.20	-6.77
1045	100	100	70	40	18.98	1.43	-8.62
1046	0	0	100	40	64.34	-4.61	66.28
1047	0	20	100	40	57.63	5.32	58.83
1048	0	40	100	40	51.26	15.71	51.46
1049	0	70	100	40	41.55	33.60	39.83
1050	0	100	100	40	34.41	48.54	30.21
1051	20	0	100	40	58.63	-11.29	56.88
1052	20	20	100	40	52.81	-1.95	50.58
1053	20	40	100	40	47.05	8.03	44.11
1054	20	70	100	40	37.96	25.36	33.13
1055	20	100	100	40	30.81	40.60	23.75
1056	40	0	100	40	52.92	-18.48	47.26
1057	40	20	100	40	47.71	-9.52	41.60
1058	40	40	100	40	42.45	0.10	35.78
1059	40	70	100	40	33.93	16.86	25.64
1060	40	100	100	40	27.31	31.57	16.97
1061	70	0	100	40	43.72	-32.23	31.03
1062	70	20	100	40	39.54	-23.58	26.64
1063	70	40	100	40	35.03	-14.28	21.85
1064	70	70	100	40	27.87	1.79	13.74
1065	70	100	100	40	22.08	15.59	7.09
1066	100	0	100	40	36.61	-48.49	16.76
1067	100	20	100	40	32.70	-39.49	12.87
1068	100	40	100	40	28.94	-29.96	8.97
1069	100	70	100	40	23.06	-14.02	3.66
1070	100	100	100	40	18.84	-1.48	0.17
1071	0	0	0	60	55.11	0.16	-3.90
1072	0	20	0	60	49.23	7.50	-5.02
1073	0	40	0	60	43.70	15.24	-5.67
1074	0	70	0	60	34.64	29.50	-5.70
1075	0	100	0	60	27.25	42.69	-3.97
1076	20	0	0	60	50.37	-3.85	-8.86
1077	20	20	0	60	45.68	3.01	-9.52
1078	20	40	0	60	40.52	10.45	-9.77
1079	20	70	0	60	31.99	24.00	-9.64
1080	20	100	0	60	24.71	36.96	-8.33
1081	40	0	0	60	45.88	-7.92	-14.06
1082	40	20	0	60	41.69	-1.34	-14.21
1083	40	40	0	60	37.05	5.92	-14.19
1084	40	70	0	60	29.25	18.74	-13.96
1085	40	100	0	60	22.30	31.03	-13.17
1086	70	0	0	60	38.53	-15.13	-22.51
1087	70	20	0	60	34.83	-8.72	-22.31
1088	70	40	0	60	31.15	-1.90	-21.87
1089	70	70	0	60	24.56	9.92	-21.11
1090	70	100	0	60	18.99	20.53	-20.02
1091	100	0	0	60	32.32	-22.10	-30.18
