CMYK_C	CMYK_M	CMYK_Y	CMYK_K
62.3529411764706	48.2352941176471	46.6666666666667	0
62.3529411764706	49.0196078431373	46.6666666666667	0
62.3529411764706	49.8039215686275	46.6666666666667	0
62.3529411764706	50.5882352941177	46.6666666666667	0
62.3529411764706	51.3725490196078	46.6666666666667	0
62.3529411764706	52.156862745098	46.6666666666667	0
62.3529411764706	52.9411764705882	46.6666666666667	0
62.3529411764706	53.7254901960784	46.6666666666667	0
62.3529411764706	54.5098039215686	46.6666666666667	0
62.3529411764706	55.2941176470588	46.6666666666667	0
62.3529411764706	56.078431372549	46.6666666666667	0
62.3529411764706	56.8627450980392	46.6666666666667	0
62.3529411764706	57.6470588235294	46.6666666666667	0
62.3529411764706	48.2352941176471	47.4509803921569	0
62.3529411764706	49.0196078431373	47.4509803921569	0
62.3529411764706	49.8039215686275	47.4509803921569	0
62.3529411764706	50.5882352941177	47.4509803921569	0
62.3529411764706	51.3725490196078	47.4509803921569	0
62.3529411764706	52.156862745098	47.4509803921569	0
62.3529411764706	52.9411764705882	47.4509803921569	0
62.3529411764706	53.7254901960784	47.4509803921569	0
62.3529411764706	54.5098039215686	47.4509803921569	0
62.3529411764706	55.2941176470588	47.4509803921569	0
62.3529411764706	56.078431372549	47.4509803921569	0
62.3529411764706	56.8627450980392	47.4509803921569	0
62.3529411764706	57.6470588235294	47.4509803921569	0
62.3529411764706	48.2352941176471	48.2352941176471	0
62.3529411764706	49.0196078431373	48.2352941176471	0
62.3529411764706	49.8039215686275	48.2352941176471	0
62.3529411764706	50.5882352941177	48.2352941176471	0
62.3529411764706	51.3725490196078	48.2352941176471	0
62.3529411764706	52.156862745098	48.2352941176471	0
62.3529411764706	52.9411764705882	48.2352941176471	0
62.3529411764706	53.7254901960784	48.2352941176471	0
62.3529411764706	54.5098039215686	48.2352941176471	0
62.3529411764706	55.2941176470588	48.2352941176471	0
62.3529411764706	56.078431372549	48.2352941176471	0
62.3529411764706	56.8627450980392	48.2352941176471	0
62.3529411764706	57.6470588235294	48.2352941176471	0
62.3529411764706	48.2352941176471	49.0196078431373	0
62.3529411764706	49.0196078431373	49.0196078431373	0
62.3529411764706	49.8039215686275	49.0196078431373	0
62.3529411764706	50.5882352941177	49.0196078431373	0
62.3529411764706	51.3725490196078	49.0196078431373	0
62.3529411764706	52.156862745098	49.0196078431373	0
62.3529411764706	52.9411764705882	49.0196078431373	0
62.3529411764706	53.7254901960784	49.0196078431373	0
62.3529411764706	54.5098039215686	49.0196078431373	0
62.3529411764706	55.2941176470588	49.0196078431373	0
62.3529411764706	56.078431372549	49.0196078431373	0
62.3529411764706	56.8627450980392	49.0196078431373	0
62.3529411764706	57.6470588235294	49.0196078431373	0
62.3529411764706	48.2352941176471	49.8039215686275	0
62.3529411764706	49.0196078431373	49.8039215686275	0
62.3529411764706	49.8039215686275	49.8039215686275	0
62.3529411764706	50.5882352941177	49.8039215686275	0
62.3529411764706	51.3725490196078	49.8039215686275	0
62.3529411764706	52.156862745098	49.8039215686275	0
62.3529411764706	52.9411764705882	49.8039215686275	0
62.3529411764706	53.7254901960784	49.8039215686275	0
62.3529411764706	54.5098039215686	49.8039215686275	0
62.3529411764706	55.2941176470588	49.8039215686275	0
62.3529411764706	56.078431372549	49.8039215686275	0
62.3529411764706	56.8627450980392	49.8039215686275	0
62.3529411764706	57.6470588235294	49.8039215686275	0
62.3529411764706	48.2352941176471	50.5882352941177	0
62.3529411764706	49.0196078431373	50.5882352941177	0
62.3529411764706	49.8039215686275	50.5882352941177	0
62.3529411764706	50.5882352941177	50.5882352941177	0
62.3529411764706	51.3725490196078	50.5882352941177	0
62.3529411764706	52.156862745098	50.5882352941177	0
62.3529411764706	52.9411764705882	50.5882352941177	0
