CMYK_C	CMYK_M	CMYK_Y	CMYK_K
81.5686274509804	73.7254901960784	71.7647058823529	0
81.5686274509804	74.5098039215686	71.7647058823529	0
81.5686274509804	75.2941176470588	71.7647058823529	0
81.5686274509804	76.078431372549	71.7647058823529	0
81.5686274509804	76.8627450980392	71.7647058823529	0
81.5686274509804	77.6470588235294	71.7647058823529	0
81.5686274509804	78.4313725490196	71.7647058823529	0
81.5686274509804	73.7254901960784	72.5490196078431	0
81.5686274509804	74.5098039215686	72.5490196078431	0
81.5686274509804	75.2941176470588	72.5490196078431	0
81.5686274509804	76.078431372549	72.5490196078431	0
81.5686274509804	76.8627450980392	72.5490196078431	0
81.5686274509804	77.6470588235294	72.5490196078431	0
81.5686274509804	78.4313725490196	72.5490196078431	0
81.5686274509804	73.7254901960784	73.3333333333333	0
81.5686274509804	74.5098039215686	73.3333333333333	0
81.5686274509804	75.2941176470588	73.3333333333333	0
81.5686274509804	76.078431372549	73.3333333333333	0
81.5686274509804	76.8627450980392	73.3333333333333	0
81.5686274509804	77.6470588235294	73.3333333333333	0
81.5686274509804	78.4313725490196	73.3333333333333	0
81.5686274509804	73.7254901960784	74.1176470588235	0
81.5686274509804	74.5098039215686	74.1176470588235	0
81.5686274509804	75.2941176470588	74.1176470588235	0
81.5686274509804	76.078431372549	74.1176470588235	0
81.5686274509804	76.8627450980392	74.1176470588235	0
81.5686274509804	77.6470588235294	74.1176470588235	0
81.5686274509804	78.4313725490196	74.1176470588235	0
81.5686274509804	73.7254901960784	74.9019607843137	0
81.5686274509804	74.5098039215686	74.9019607843137	0
81.5686274509804	75.2941176470588	74.9019607843137	0
81.5686274509804	76.078431372549	74.9019607843137	0
81.5686274509804	76.8627450980392	74.9019607843137	0
81.5686274509804	77.6470588235294	74.9019607843137	0
81.5686274509804	78.4313725490196	74.9019607843137	0
81.5686274509804	73.7254901960784	75.6862745098039	0
81.5686274509804	74.5098039215686	75.6862745098039	0
81.5686274509804	75.2941176470588	75.6862745098039	0
81.5686274509804	76.078431372549	75.6862745098039	0
81.5686274509804	76.8627450980392	75.6862745098039	0
81.5686274509804	77.6470588235294	75.6862745098039	0
81.5686274509804	78.4313725490196	75.6862745098039	0
81.5686274509804	73.7254901960784	76.4705882352941	0
81.5686274509804	74.5098039215686	76.4705882352941	0
81.5686274509804	75.2941176470588	76.4705882352941	0
81.5686274509804	76.078431372549	76.4705882352941	0
81.5686274509804	76.8627450980392	76.4705882352941	0
81.5686274509804	77.6470588235294	76.4705882352941	0
81.5686274509804	78.4313725490196	76.4705882352941	0
