CMYK_C	CMYK_M	CMYK_Y	CMYK_K
11.7647058823529	6.27450980392157	5.88235294117647	0
11.7647058823529	7.05882352941177	5.88235294117647	0
11.7647058823529	7.84313725490196	5.88235294117647	0
11.7647058823529	8.62745098039216	5.88235294117647	0
11.7647058823529	9.41176470588235	5.88235294117647	0
11.7647058823529	10.1960784313726	5.88235294117647	0
11.7647058823529	10.9803921568627	5.88235294117647	0
11.7647058823529	6.27450980392157	6.66666666666667	0
11.7647058823529	7.05882352941177	6.66666666666667	0
11.7647058823529	7.84313725490196	6.66666666666667	0
11.7647058823529	8.62745098039216	6.66666666666667	0
11.7647058823529	9.41176470588235	6.66666666666667	0
11.7647058823529	10.1960784313726	6.66666666666667	0
11.7647058823529	10.9803921568627	6.66666666666667	0
11.7647058823529	6.27450980392157	7.45098039215686	0
11.7647058823529	7.05882352941177	7.45098039215686	0
11.7647058823529	7.84313725490196	7.45098039215686	0
11.7647058823529	8.62745098039216	7.45098039215686	0
11.7647058823529	9.41176470588235	7.45098039215686	0
11.7647058823529	10.1960784313726	7.45098039215686	0
11.7647058823529	10.9803921568627	7.45098039215686	0
11.7647058823529	6.27450980392157	8.23529411764706	0
11.7647058823529	7.05882352941177	8.23529411764706	0
11.7647058823529	7.84313725490196	8.23529411764706	0
11.7647058823529	8.62745098039216	8.23529411764706	0
11.7647058823529	9.41176470588235	8.23529411764706	0
11.7647058823529	10.1960784313726	8.23529411764706	0
11.7647058823529	10.9803921568627	8.23529411764706	0
11.7647058823529	6.27450980392157	9.01960784313725	0
11.7647058823529	7.05882352941177	9.01960784313725	0
11.7647058823529	7.84313725490196	9.01960784313725	0
11.7647058823529	8.62745098039216	9.01960784313725	0
11.7647058823529	9.41176470588235	9.01960784313725	0
11.7647058823529	10.1960784313726	9.01960784313725	0
11.7647058823529	10.9803921568627	9.01960784313725	0
11.7647058823529	6.27450980392157	9.80392156862745	0
11.7647058823529	7.05882352941177	9.80392156862745	0
11.7647058823529	7.84313725490196	9.80392156862745	0
11.7647058823529	8.62745098039216	9.80392156862745	0
11.7647058823529	9.41176470588235	9.80392156862745	0
11.7647058823529	10.1960784313726	9.80392156862745	0
11.7647058823529	10.9803921568627	9.80392156862745	0
11.7647058823529	6.27450980392157	10.5882352941176	0
11.7647058823529	7.05882352941177	10.5882352941176	0
11.7647058823529	7.84313725490196	10.5882352941176	0
11.7647058823529	8.62745098039216	10.5882352941176	0
11.7647058823529	9.41176470588235	10.5882352941176	0
11.7647058823529	10.1960784313726	10.5882352941176	0
11.7647058823529	10.9803921568627	10.5882352941176	0
